,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36
GH28,0.059537985,0.082145357,0.068504595,0.059516798,0.054769057,0.063738706,0.065414387,0.059536252,0.055278675,0.056161971,0.063068899,0.069472926,0.063557665,0.050530941,0.065575158,0.054386019,0.065095259,0.05961015,0.065075922,0.056597045,0.055501596,0.076010175,0.067251258,0.060082614,0.047692546,0.073970359,0.064204046,0.065333234,0.054586051,0.054598101,0.0662256,0.045873001,0.055670013,0.060276552,0.07005001,0.058160881,0.064326324,0.057929436,0.075785827,0.05007645,0.054488197,0.049085072,0.068485109,0.088621444,0.065566008,0.07512847,0.060843112,0.061955154,0.059287504,0.053589167,0.06531718,0.057354206,0.054729149,0.049783296,0.063399846,0.068792579,0.053319115,0.064317389,0.074473286,0.069328792,0.053972271,0.064264299,0.069172239,0.055205266,0.068243565,0.05746911,0.068590869,0.066571295,0.071842939,0.053813057,0.062419619,0.062963312
GH29,0.028819836,0.033889564,0.011695906,0.031928282,0.005808839,0.014642676,0.005771858,0.023020684,0.006142075,0.013238179,0.028977602,0.010044279,0.016948711,0.013548151,0.020448167,0.013443735,0.042705807,0.005961015,0.023757876,0.004651812,0.016288512,0.036991619,0.029695361,0.020027538,0.029611306,0.010567194,0.020008795,0.024159685,0.019749727,0.020653214,0.034314915,0.029534672,0.017533862,0.029088685,0.016609796,0.021119873,0.042568891,0.021378721,0.027667842,0.012686034,0.011584105,0.005306494,0.013697022,0.009846827,0.005463834,0.009516273,0.01227088,0.022216242,0.022378126,0.013070529,0.041237113,0.019853379,0.023455349,0.012201788,0.012679969,0.005547789,0.012304411,0.011283753,0.00682198,0.011303607,0.023594435,0.020754618,0.016989673,0.0118049,0.035623999,0.006246642,0.038410887,0.012747695,0.027528603,0.013327533,0.017175868,0.015875365
GH3,0.278189079,0.271116514,0.25229741,0.247056708,0.228204405,0.268736165,0.22253718,0.308265484,0.186894567,0.247112673,0.251849453,0.245247801,0.254230659,0.216770414,0.179802851,0.202267103,0.265771089,0.23496334,0.295424026,0.157386302,0.242517842,0.247033069,0.252410565,0.256185589,0.257592155,0.187567696,0.220976253,0.308631473,0.273753161,0.296302052,0.242390067,0.219939045,0.232762022,0.209618458,0.18018018,0.220296523,0.253521393,0.23447629,0.244198775,0.21699795,0.279734681,0.184842884,0.200563535,0.227571116,0.23540018,0.227388835,0.210650101,0.250010952,0.242962515,0.189522664,0.306418843,0.205886895,0.241503227,0.221584475,0.239766689,0.175310121,0.208491411,0.224546675,0.217734875,0.172568406,0.226801509,0.213047403,0.249990898,0.192003222,0.260098116,0.211136514,0.256529851,0.187674396,0.246414567,0.214497841,0.215745663,0.190504379
GH30,0.001380591,0.002210189,0.003341688,0.003099833,0,0.005168003,0.001282635,0.004498295,0.001754879,0.003610412,0.002556847,0.00251107,0.002281557,0.000732332,0.004230655,0.00549971,0.006219292,0,0.005164756,0,0.004222947,0.003547142,0.001746786,0.006675846,0.004192751,0.005283597,0.002858399,0.003062495,0.006034639,0.005930131,0.003497061,0.003141986,0.002630079,0.0017993,0.000722165,0.001299685,0.002837926,0.002068908,0.007217698,0.001335372,0.001716164,0.000442208,0.002282837,0.002188184,0.001365958,0.001502569,0.005112867,0.004380667,0.003778125,0.000653526,0.003913011,0.001470621,0.004633155,0.000976143,0.002305449,0,0.000683578,0,0,0.000753574,0.005013817,0.003250723,0.003640644,0.001388812,0.003004434,0,0.004115452,0,0.001342859,0.005280721,0,0.00134537
GH30_1,0.002588608,0.001473459,0.001670844,0.001239933,0,0,0.001923953,0.000529211,0,0.000802314,0.000852282,0.000837023,0.00097781,0.004027829,0.000705109,0.001833237,0.001451168,0,0.003098853,0.001550604,0,0.001520204,0.000873393,0.006675846,0.002096376,0,0.000659631,0.001361109,0.001645811,0.001840385,0.001529964,0.005655575,0.002630079,0.00089965,0.000722165,0.001624606,0.004256889,0.003448181,0.003608849,0.002003058,0,0,0.000652239,0.002188184,0.001365958,0.000500856,0.002045147,0.003441953,0.00058125,0.001960579,0.001204003,0.005147172,0.001158289,0.001464215,0.002305449,0,0,0.007898627,0.00682198,0,0.001179722,0.00400089,0,0.001388812,0.004292048,0.003747985,0.002743635,0.000708205,0.001342859,0.002011703,0.000418924,0.001076296
GH30_2,0.000172574,0.00073673,0,0.00092995,0,0,0.000641318,0.000264606,0,0,0.000426141,0,0.000651873,0,0.002115328,0,0.002280407,0.000993502,0.003098853,0,0,0.000506735,0,0,0.000786141,0,0.000219877,0,0,0.000204487,0.000655699,0,0,0,0.000361083,0.000324921,0.000472988,0.000689636,0,0,0,0,0,0,0.000910639,0,0.000511287,0.00062581,0,0.000653526,0.001505004,0,0,0.000488072,0,0,0,0,0.000568498,0.000753574,0.00029493,0.000500111,0.001213548,0.000694406,0,0,0,0.000708205,0,0,0,0.000538148
GH30_3,0.007420676,0.008104026,0.001670844,0.004029783,0.000829834,0.003014669,0.000641318,0.001323028,0,0,0.001704565,0.001674046,0.003911241,0.003295496,0.002115328,0,0.004146195,0.004470761,0.001032951,0,0.001809835,0.004560611,0.006987144,0,0.001572282,0,0.003078276,0.002722218,0.003565923,0.003476284,0.003934194,0.001885192,0,0.00269895,0.00144433,0.002599369,0.005202864,0.002068908,0.003608849,0,0.002145205,0.000442208,0.002282837,0,0.000455319,0.000500856,0.001022573,0.002190334,0.00406875,0.001960579,0.008428023,0.002205931,0.005501872,0.000976143,0.003458173,0,0,0.001128375,0.002273993,0,0.001769583,0.002000445,0.008494836,0.000347203,0.004721253,0.006246642,0.008230904,0,0.004028576,0.002766092,0.003770313,0.001614444
GH30_4,0.000345148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00020731,0,0.001032951,0,0.000603278,0,0,0,0.000524094,0,0,0,0.000274302,0.000204487,0,0.000628397,0,0,0,0,0.001418963,0,0,0,0.000858082,0.000442208,0,0,0,0,0,0.00062581,0,0,0.000301001,0,0,0,0,0,0,0.001128375,0,0,0,0.000250056,0,0,0.001287614,0,0,0,0.000671429,0,0,0
GH30_5,0.000345148,0,0,0.000619967,0,0,0,0,0,0,0,0,0,0.000366166,0.000705109,0,0.000829239,0,0.002065902,0,0,0.000253367,0,0,0,0,0,0,0,0,0.000218566,0,0,0.00089965,0.000361083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000290625,0,0.000301001,0,0.000289572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH30_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000680555,0,0,0.000218566,0,0,0,0,0,0.000472988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH30_7,0,0,0,0.000309983,0,0,0,0,0,0,0,0,0.000325937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000340277,0,0.000204487,0,0,0,0,0,0,0,0,0,0,0,0,0.00032612,0,0,0.000500856,0,0,0,0,0.000301001,0,0,0,0,0,0,0,0,0,0,0,0,0.000694406,0,0,0,0,0,0,0,0
GH30_8,0.000517722,0.00073673,0,0.002479867,0,0,0.001923953,0.001587633,0,0,0,0,0.00097781,0,0.000705109,0,0.002902336,0,0.001032951,0.002325906,0,0.002026938,0,0.000834481,0.001834329,0,0.000439754,0,0.000548604,0.000408975,0.001092832,0.000628397,0.000438347,0.0017993,0.000361083,0.000324921,0.000472988,0,0,0,0,0,0,0,0.000910639,0,0,0.000312905,0.00174375,0,0.002107006,0.001470621,0.000289572,0,0,0,0,0,0,0,0.00029493,0.000500111,0,0,0,0,0,0,0,0,0.000418924,0.000538148
GH31,0.060400855,0.080303533,0.051796157,0.059826781,0.06721657,0.057709369,0.056435942,0.042601496,0.031587814,0.057365442,0.051136945,0.043525207,0.061276108,0.056755767,0.053588301,0.052552782,0.073802268,0.050668627,0.053713459,0.028686173,0.041626197,0.076770277,0.068124651,0.05591021,0.064987644,0.03698518,0.041556728,0.050701311,0.059249181,0.070548108,0.056608681,0.060326138,0.055670013,0.068373403,0.053801296,0.059785487,0.06716425,0.052412347,0.045712086,0.060759426,0.05577532,0.034050005,0.057070924,0.056892779,0.043255352,0.040068517,0.052662525,0.078852015,0.068296879,0.043132744,0.064715178,0.058824827,0.054439576,0.043438366,0.040345356,0.047710982,0.048534066,0.041749884,0.046048368,0.042953708,0.063115114,0.058262964,0.04975547,0.049650019,0.054509011,0.039978512,0.05761633,0.042492316,0.062442929,0.046269171,0.049851911,0.055698314
GH32,0.022262029,0.032416105,0.0267335,0.028208482,0.02572486,0.018949345,0.013467668,0.022226868,0.016671346,0.017249748,0.033665155,0.020088557,0.026726813,0.022336141,0.011281748,0.016499129,0.038559612,0.03576609,0.019626072,0.01162953,0.012065564,0.039271924,0.020961431,0.013351692,0.014150535,0.015850791,0.032102023,0.027562458,0.024138555,0.018403854,0.033440649,0.011311151,0.016657169,0.030588101,0.024192529,0.01722082,0.025541334,0.011723815,0.021653093,0.01669215,0.015874514,0.011497404,0.023154489,0.020787746,0.013659585,0.021536828,0.019940179,0.024406576,0.037781252,0.016991687,0.026789074,0.017647448,0.02750936,0.011713717,0.034581734,0.011095577,0.022558087,0.017489816,0.018191948,0.015071476,0.0135668,0.015753505,0.012135481,0.014582523,0.027039903,0.01624127,0.035667252,0.016996926,0.021485739,0.020871419,0.020946181,0.017220735
GH33,0.023124899,0.031679375,0.028404344,0.024488683,0.020745855,0.029716018,0.031424559,0.032281879,0.020181103,0.028080986,0.041335697,0.026784743,0.0159709,0.020139143,0.021153277,0.026276391,0.027364886,0.013412284,0.023757876,0.024809663,0.021718016,0.030150703,0.022708217,0.034213711,0.036424527,0.023776187,0.035400176,0.039131885,0.054586051,0.039466043,0.024916562,0.040217425,0.040327883,0.020392067,0.018415209,0.020470031,0.0345281,0.031033627,0.026464892,0.028042812,0.019306841,0.026090263,0.029676881,0.025164114,0.030961726,0.021035972,0.030165913,0.042242151,0.020343751,0.016991687,0.015953044,0.025735862,0.027798933,0.017570575,0.016138142,0.025519828,0.025975979,0.038928946,0.036383896,0.02562151,0.038046027,0.044009792,0.021843865,0.026734626,0.041632867,0.027485227,0.042526339,0.024078979,0.034914326,0.023134585,0.014662327,0.023140362
GH35,0.042625746,0.073304601,0.038429407,0.040917799,0.016596684,0.020672013,0.01026108,0.055037958,0.006142075,0.018453219,0.045170968,0.02343665,0.024119319,0.027828634,0.019037949,0.013443735,0.050376267,0.01987005,0.028922632,0.012404832,0.019304903,0.045352738,0.041922862,0.018358576,0.025156508,0.007925396,0.026824978,0.053763807,0.029898892,0.029446167,0.051363089,0.02764948,0.022355674,0.037785302,0.031053097,0.0230694,0.037839014,0.017240904,0.018044244,0.007344546,0.021881087,0.002653247,0.017284337,0.025164114,0.010927668,0.019032546,0.026075619,0.018774289,0.026156252,0.022219899,0.043946121,0.027941793,0.024613638,0.016594432,0.025359938,0.012205135,0.022558087,0.009027002,0.017623449,0.004521443,0.018580618,0.020504562,0.018203221,0.0118049,0.04635412,0.002498657,0.030179982,0.015580516,0.016114304,0.025397751,0.031000348,0.013184625
GH36,0.064024906,0.062622021,0.058479532,0.061686681,0.034023202,0.047804029,0.035913781,0.052921113,0.058788432,0.040918008,0.046875533,0.056080555,0.055409246,0.053460271,0.043716772,0.038497968,0.05576632,0.045204363,0.046482801,0.043416911,0.052485205,0.060048038,0.048910006,0.046730922,0.041403419,0.031701582,0.058047493,0.050020757,0.040048058,0.045805148,0.054423018,0.042731015,0.037697804,0.056977836,0.046579646,0.05198738,0.072367114,0.047584894,0.055335683,0.06009174,0.048481624,0.043778578,0.05283137,0.059080963,0.055548979,0.052089072,0.049594805,0.047874438,0.069750004,0.050321535,0.057491158,0.055883586,0.059362304,0.050759439,0.065705294,0.04882054,0.051951958,0.049648511,0.054007345,0.058025184,0.049548314,0.050011127,0.058250306,0.058330093,0.048070939,0.063715753,0.052129061,0.03895129,0.045657195,0.057082075,0.051946529,0.047087947
GH37,0.051599587,0.05414963,0.070175439,0.046807482,0.043981213,0.054264033,0.046174862,0.04895203,0.054401235,0.040115694,0.060938192,0.06528781,0.029660244,0.032954962,0.03596057,0.035442574,0.04021809,0.030301826,0.073339531,0.044192213,0.051278648,0.041045495,0.071618222,0.034213711,0.038520902,0.044910575,0.047493404,0.060229075,0.044436886,0.042328865,0.045461798,0.032676658,0.035944418,0.041983668,0.040441243,0.048088327,0.049190718,0.044136713,0.048117985,0.05007645,0.036897519,0.043778578,0.055766446,0.059080963,0.061012813,0.055094211,0.056241532,0.052880915,0.035165627,0.046400376,0.056287155,0.050001103,0.03532781,0.049295225,0.057636223,0.045491867,0.047166909,0.058111326,0.067082807,0.05124302,0.037751096,0.049010905,0.04975547,0.046525193,0.036482409,0.077458366,0.050757243,0.045325137,0.039614331,0.039982599,0.049432987,0.045742577
GH38,0.012080171,0.024312079,0.006683375,0.01394925,0.02572486,0.012489341,0.00769581,0.014817912,0.003509757,0.008023139,0.005539836,0.011718325,0.026400876,0.022702307,0.014807294,0.008555104,0.019694425,0.024837562,0.013428365,0.010854228,0.007239339,0.021029482,0.00873393,0.014186173,0.007861409,0.002641799,0.008795075,0.006124991,0.005760337,0.011655774,0.023605164,0.00691237,0.01402709,0.025190201,0.019498456,0.015921135,0.013716643,0.019309812,0.012029496,0.01669215,0.016303555,0.008844157,0.005870152,0.009846827,0.00910639,0.003005139,0.01073702,0.017209765,0.033421877,0.021566372,0.018963052,0.008088414,0.022876205,0.012201788,0.016138142,0.005547789,0.019140195,0.015233066,0.00341099,0.008289312,0.010322565,0.014503227,0.002427096,0.0118049,0.009013301,0.004997314,0.020577261,0.010623079,0.02081431,0.0243919,0.023459723,0.014260921
GH39,0.021571734,0.041256861,0.025062657,0.034408149,0.021575689,0.018088011,0.014750303,0.026989768,0.009651832,0.018052062,0.029829884,0.026784743,0.027378686,0.020871476,0.032435024,0.02138776,0.041669258,0.023347309,0.013428365,0.017831946,0.038609806,0.036484884,0.016594466,0.015020653,0.02148785,0.01849259,0.032761653,0.024499963,0.021395538,0.019630778,0.036937711,0.023879096,0.017533862,0.027289384,0.033941757,0.01722082,0.02033847,0.019309812,0.024058993,0.02003058,0.036039437,0.008401949,0.0150015,0.018599562,0.007740431,0.013022268,0.011759593,0.025032386,0.027609377,0.017645214,0.034314094,0.019118069,0.028667649,0.017082504,0.016138142,0.011095577,0.011620833,0.007334439,0.008527476,0.00979646,0.023594435,0.013252949,0.004854192,0.011110494,0.029185927,0.013742613,0.017833626,0.014872311,0.03088575,0.021877271,0.037703126,0.02233314
GH4,0.020881438,0.020996795,0.0267335,0.022008816,0.035682871,0.023256014,0.023087431,0.026989768,0.018426225,0.018453219,0.013210377,0.02092558,0.05703893,0.03112413,0.01833284,0.020776681,0.029023364,0.044210861,0.022724925,0.022483757,0.016288512,0.016468871,0.026201789,0.020862019,0.012840301,0.026417985,0.027924362,0.030624953,0.027430176,0.025560909,0.017703873,0.011311151,0.025862447,0.013494751,0.017693044,0.014621451,0.027906273,0.028964718,0.015638345,0.031381242,0.026600537,0.013266236,0.014675381,0.02297593,0.013204265,0.01702912,0.017383746,0.022216242,0.039815627,0.020259319,0.027692076,0.019853379,0.022297061,0.017082504,0.016138142,0.021081597,0.021874509,0.015233066,0.015349456,0.017332198,0.015336383,0.017503895,0.018203221,0.018748958,0.024035469,0.012493285,0.02606453,0.024078979,0.03021432,0.01659655,0.028486806,0.019911475
GH42,0.007248103,0.014366228,0.001670844,0.012709316,0.017426518,0.006890671,0.005771858,0.01190725,0.004387196,0.00922661,0.002982988,0.010044279,0.0159709,0.013914317,0.010576638,0.008555104,0.01637747,0.017386294,0.006197707,0.006977718,0.01025573,0.017228973,0.011354108,0.005841365,0.00262047,0.007925396,0.016490765,0.010548595,0.008503355,0.016563469,0.020326669,0.005655575,0.006575198,0.012894984,0.009388146,0.008447949,0.016554569,0.019309812,0.004811799,0.012686034,0.007722737,0.002211039,0.00782687,0.004376368,0.005008514,0.003505995,0.008691873,0.024406576,0.018018751,0.007188791,0.012642035,0.006617793,0.014189039,0.008785288,0.011527245,0.005547789,0.007519362,0.003949313,0.003979489,0.006782164,0.003539165,0.007751725,0.00606774,0.004860841,0.010300915,0.003747985,0.008230904,0.004249232,0.008728581,0.010561441,0.007959549,0.009686663
GH43,0.017429961,0.009209121,0.011695906,0.007749583,0.009128176,0.009474672,0.011543715,0.010319617,0.006142075,0.010028923,0.018324072,0.011718325,0.005540925,0.004393995,0.016217512,0.007332946,0.009536248,0.009935025,0.012395414,0.01550604,0.01689179,0.006080814,0.015721073,0.010013769,0.012316207,0.005283597,0.01121372,0.010888872,0.011246372,0.016358981,0.007212689,0.015709932,0.010958664,0.002998833,0.00577732,0.024694006,0.021757433,0.028964718,0.009623597,0.02336901,0.010726023,0.014150651,0.016958218,0.01750547,0.023676614,0.006511134,0.01687246,0.010012954,0.007265625,0.007188791,0.013846038,0.020588689,0.012741177,0.018546718,0.013832694,0.01442425,0.023925244,0.028773569,0.025582427,0.021100067,0.019170479,0.030756843,0.019416769,0.020832176,0.013734554,0.019989256,0.009602722,0.021954363,0.032900038,0.007543887,0.009635243,0.027176472
GH43_1,0.001380591,0.002210189,0,0.0018599,0.003319337,0.004737336,0,0.004233689,0.001754879,0.002406942,0.009801248,0.003348093,0.000651873,0.000732332,0.000705109,0.000611079,0.004146195,0.000496751,0.00929656,0.001550604,0.001809835,0.001013469,0.007860537,0.002503442,0.004192751,0.002641799,0.003078276,0.003402773,0.004937432,0.003885258,0.003497061,0.002513589,0.003945119,0.001499417,0.002166495,0.003574132,0.003310914,0.004137817,0.002405899,0.002003058,0.000429041,0.002653247,0.004239554,0.004376368,0.002731917,0.000500856,0.004090293,0.008135525,0.00290625,0.003267632,0.004214012,0.005882483,0.003185294,0.004880715,0,0.002219115,0.000683578,0.003949313,0.003979489,0.001507148,0.002949304,0.004751057,0.002427096,0.005208044,0.009442506,0.001249328,0.004115452,0.002832821,0.006714293,0.001257314,0.000418924,0.003228888
GH43_10,0.004314347,0.004420378,0.003341688,0.002479867,0.003319337,0.003876002,0.003847905,0.007938167,0.001754879,0.003610412,0.008096683,0.004185116,0.003911241,0.000366166,0.006345983,0.001222158,0.004353505,0.002483756,0.008263609,0.001550604,0.004222947,0.002280305,0.007860537,0.005841365,0.004192751,0,0.007475814,0.006805545,0.004114526,0.004703207,0.004589893,0.003770384,0.004821812,0.002998833,0.002527578,0.004873817,0.006621827,0.002068908,0.006014748,0.006009174,0.007722737,0.003095455,0.005544033,0.008752735,0.002276597,0.002504282,0.004090293,0.005632287,0.003196875,0.001960579,0.005719016,0.004411862,0.004633155,0.003416501,0.002305449,0.004438231,0.001367157,0.005077689,0.005684984,0.004521443,0.0067834,0.00400089,0.002427096,0.003819232,0.009442506,0.007495971,0.004115452,0.002124616,0.004700005,0.004274869,0.002932465,0.00403611
GH43_11,0.05798482,0.06483221,0.06182122,0.071916131,0.087132591,0.065030707,0.069262292,0.049481241,0.089498807,0.06418511,0.050284662,0.06528781,0.062579855,0.060783596,0.067690485,0.059274649,0.049961648,0.074512687,0.057845264,0.067451272,0.053088483,0.063341813,0.068998044,0.068427421,0.050313015,0.08982115,0.086411609,0.066354065,0.057329069,0.048054508,0.063165671,0.047129795,0.057861745,0.065674453,0.061745112,0.055886434,0.056285533,0.059998345,0.075785827,0.07010703,0.066930384,0.047316241,0.071746305,0.071115974,0.053272381,0.067114766,0.057775392,0.055697058,0.065100004,0.05489622,0.068628189,0.062501379,0.066022465,0.056128226,0.094523406,0.082107272,0.078611516,0.071651829,0.081863765,0.06103948,0.049843244,0.049010905,0.097083844,0.055205266,0.060088674,0.091200979,0.08368086,0.082151811,0.070500081,0.057836464,0.085041494,0.057043684
GH43_12,0.002933756,0.004788743,0.008354219,0.001239933,0.000829834,0.003014669,0.000641318,0.004233689,0.003509757,0,0.004687553,0.003348093,0.003259367,0.001098499,0.002115328,0.001833237,0.002695027,0.000993502,0.008263609,0.001550604,0.003016391,0.002026938,0.007860537,0.001668961,0.001048188,0.002641799,0.002198769,0.002381941,0.003840225,0.004703207,0.003497061,0.001885192,0.002630079,0.001199533,0,0.000649842,0.004729877,0.003448181,0.00120295,0.00333843,0.003003286,0.001768831,0.000652239,0.001094092,0.002276597,0.000500856,0.002556433,0.005006477,0.001453125,0.001307053,0.009030025,0.002941241,0.002316578,0.002440358,0,0.001109558,0,0.001128375,0.001705495,0,0.000884791,0.001500334,0,0.001388812,0.003433638,0.001249328,0.002743635,0.001416411,0.000671429,0.000754389,0.001256771,0.001076296
GH43_16,0,0,0,0,0,0,0,0,0.000877439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH43_17,0.002588608,0.002946919,0.003341688,0.003099833,0.002489503,0.000430667,0.004489223,0.003704478,0.002632318,0.003209255,0.001278424,0.005022139,0.00097781,0.000732332,0.001410218,0.001833237,0.001451168,0.001490254,0.003098853,0.000775302,0.002413113,0.001266836,0.003493572,0.001668961,0.00262047,0,0.001099384,0.002381941,0.003565923,0.002453847,0.000655699,0.003141986,0.001753386,0.00089965,0.002166495,0.001949527,0.004256889,0.006206725,0.003608849,0.004673802,0.002574246,0.000884416,0.002935076,0.002188184,0.001821278,0.003005139,0.00460158,0.004380667,0.0011625,0.003267632,0.00361201,0.002941241,0.002316578,0.000976143,0.002305449,0.003328673,0.001367157,0.003949313,0.004547987,0.003767869,0.002359444,0.003250723,0.003640644,0.003472029,0.003862843,0.002498657,0.002743635,0.004957437,0.005371435,0.000502926,0.001256771,0.002152592
GH43_18,0.024678063,0.029469186,0.005012531,0.023558733,0.007468508,0.015934676,0.014750303,0.017199362,0.009651832,0.012034708,0.022159343,0.010881302,0.019882141,0.015745148,0.01833284,0.012221577,0.027572196,0.012418781,0.018593121,0.010078926,0.015685234,0.02305642,0.020961431,0.010013769,0.020701709,0.013208993,0.018689534,0.019055526,0.023589952,0.021880138,0.024697996,0.015709932,0.015780476,0.019492417,0.016248714,0.012996845,0.019392495,0.01793054,0.007217698,0.021365952,0.012013146,0.013266236,0.013370902,0.012035011,0.019123419,0.015025694,0.015849886,0.020025909,0.019762501,0.008495844,0.028595079,0.013970896,0.020559627,0.017082504,0.016138142,0.007766904,0.008202941,0.01184794,0.014780958,0.007535738,0.016516105,0.017253839,0.016989673,0.011110494,0.018885012,0.014991942,0.023320896,0.014872311,0.02081431,0.020117031,0.018013716,0.017220735
GH43_19,0,0.000368365,0,0.000309983,0,0,0,0.000264606,0,0,0,0,0,0,0,0,0.000414619,0,0,0,0,0,0,0,0,0,0.000439754,0.001020832,0,0,0,0,0,0,0,0.000649842,0.000945975,0,0,0,0,0,0,0,0,0,0,0.001251619,0,0,0.000602002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000538148
GH43_2,0,0.000368365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00020731,0,0,0,0,0,0,0,0,0,0,0.000340277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000429205,0,0,0.000708205,0.000671429,0,0,0
GH43_20,0.000172574,0,0,0.000309983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000667686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH43_21,0.001553165,0.002578554,0,0.003099833,0,0.001292001,0.000641318,0.001852239,0,0.001604628,0.001278424,0.001674046,0,0.000732332,0.001410218,0.001222158,0.002695027,0.000496751,0,0.002325906,0.000603278,0.002280305,0,0.001668961,0.002882516,0,0.001539138,0.001701386,0.003565923,0.002658334,0.003278495,0.002513589,0.002630079,0.00269895,0.002527578,0.001299685,0.001891951,0.000689636,0,0.000667686,0.001716164,0.000442208,0,0.001094092,0.000910639,0.001502569,0.001022573,0.00062581,0.002325,0.003267632,0.001204003,0.002941241,0.003185294,0.002440358,0,0,0.001367157,0,0,0,0.002359444,0.001000223,0.002427096,0.000347203,0.002575229,0,0.002743635,0.000708205,0.000671429,0.005029258,0.000418924,0.000538148
GH43_22,0.001035443,0.001105094,0.006683375,0.001239933,0.000829834,0.003014669,0.001282635,0.004498295,0,0.002808099,0.001278424,0.000837023,0.000651873,0.001464665,0.002115328,0,0.001243858,0.000496751,0.002065902,0.000775302,0.000603278,0.000253367,0,0.000834481,0.001310235,0.002641799,0.005277045,0.000680555,0.000548604,0.001840385,0.000437133,0,0.00131504,0.000299883,0,0.000324921,0.000472988,0.001379272,0,0.004006116,0.000858082,0.000884416,0,0,0.001821278,0.001001713,0.000511287,0.001877429,0.000290625,0.000653526,0.001505004,0.001470621,0.004633155,0,0,0.002219115,0,0.000564188,0,0,0.002654374,0.000750167,0,0.000694406,0,0,0,0,0,0,0.000418924,0.000807222
GH43_23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000340277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH43_24,0.007420676,0.006998932,0.006683375,0.006199666,0.004149171,0.003014669,0.004489223,0.004233689,0.003509757,0.002406942,0.00340913,0.000837023,0.004563114,0.002196997,0.006345983,0.004888631,0.006011983,0.004470761,0.004131805,0.00775302,0.006032782,0.008107752,0.00873393,0.002503442,0.002358423,0.002641799,0.008135444,0.004423604,0.001097207,0.003067309,0.005464158,0.006283973,0.004821812,0.00449825,0.00433299,0.006823344,0.008513778,0.004827453,0.009623597,0.006009174,0.002145205,0.008844157,0.005217913,0.003282276,0.012293626,0.003505995,0.00306772,0.00907424,0.00290625,0.007188791,0.005418015,0.004411862,0.006949733,0.008297216,0.002305449,0.006657346,0.00410147,0.00959119,0.00682198,0.009042886,0.003244235,0.006751502,0.004854192,0.006249653,0.003004434,0.012493285,0.004115452,0.004957437,0.009400011,0.006035109,0.007540625,0.005919628
GH43_26,0.00310633,0.004052013,0.001670844,0.004339767,0.003319337,0.001722668,0.001282635,0.005292111,0.000877439,0,0.006392118,0.005022139,0.006518735,0.00292933,0.004935765,0.000611079,0.007255841,0.007451269,0.003098853,0.000775302,0.006032782,0.003800509,0.002620179,0,0.00262047,0,0.005057168,0.004083327,0.001920112,0.003680771,0.003497061,0.002513589,0.004821812,0.002399067,0.00144433,0.003899054,0.001891951,0.000689636,0.002405899,0.002670744,0.000429041,0.002653247,0.001630598,0.004376368,0.006829792,0.000500856,0.001022573,0.001564524,0.003778125,0.000653526,0.004214012,0.001470621,0.003474867,0.003416501,0.002305449,0.001109558,0.003417892,0.003385126,0.005116485,0,0.002654374,0.003500779,0.002427096,0.002430421,0.003004434,0.003747985,0.001371817,0.000708205,0.000671429,0.004526332,0.002932465,0.004305184
